Flight Number,Date,Origin,Destination,Scheduled Departure Time,,Actual Departure Time,,Scheduled Arrival Time,,Actual Arrival Time,,Flight Duration,Delay (in minutes),Cancellation,Reason for Delay,Number of Passengers,Customer Satisfaction Score
SH6246,05-02-2024,JFK,DFW,01-01-2023 14:33,,01-01-2023 16:12,,01-01-2023 17:17,,01-01-2023 18:28,,164,71,No,None,170,6
SH4742,02-10-2024,LAX,LAX,01-01-2023 20:12,,01-01-2023 21:20,,01-01-2023 23:58,,02-01-2023 00:51,,226,53,No,Crew Unavailability,278,7
SH4108,02-09-2024,LAS,LAX,01-01-2023 20:27,,01-01-2023 20:37,,01-01-2023 22:54,,02-01-2023 00:07,,147,73,No,None,172,5
SH0855,28-06-2024,SEA,LAS,01-01-2023 07:50,,01-01-2023 09:16,,01-01-2023 11:14,,01-01-2023 12:06,,204,52,No,Crew Unavailability,223,1
SH4588,26-06-2024,MIA,ORD,01-01-2023 05:18,,01-01-2023 06:54,,01-01-2023 08:17,,01-01-2023 09:37,,179,80,No,Crew Unavailability,284,1
SH7348,17-11-2024,ATL,LAS,01-01-2023 02:58,,01-01-2023 03:03,,01-01-2023 07:25,,01-01-2023 07:52,,267,27,No,Air Traffic,201,7
SH1446,05-06-2023,LAS,SEA,01-01-2023 13:24,,01-01-2023 14:06,,01-01-2023 16:34,,01-01-2023 16:53,,190,19,No,None,129,9
SH3713,06-09-2025,ATL,MIA,01-01-2023 13:31,,01-01-2023 13:31,,01-01-2023 16:09,,01-01-2023 16:19,,158,10,No,Weather,110,4
SH1183,08-02-2023,LAS,LAS,01-01-2023 08:18,,01-01-2023 08:26,,01-01-2023 11:00,,01-01-2023 11:25,,162,25,No,Air Traffic,185,6
SH8545,11-09-2025,ORD,LAX,01-01-2023 13:00,,01-01-2023 13:25,,01-01-2023 17:20,,01-01-2023 18:04,,260,44,No,Weather,224,8
SH3312,13-08-2024,LAX,SFO,01-01-2023 03:35,,01-01-2023 04:46,,01-01-2023 05:59,,01-01-2023 07:38,,144,99,No,Technical Issue,134,9
SH2068,21-04-2024,JFK,SFO,01-01-2023 11:25,,01-01-2023 13:19,,01-01-2023 13:36,,01-01-2023 14:23,,131,47,No,Crew Unavailability,216,10
SH6556,05-11-2024,LAS,DEN,01-01-2023 04:45,,01-01-2023 05:24,,01-01-2023 09:47,,01-01-2023 10:24,,302,37,No,Weather,201,7
SH4922,26-07-2023,DEN,LAS,01-01-2023 06:43,,01-01-2023 08:27,,01-01-2023 08:26,,01-01-2023 09:19,,103,53,No,Technical Issue,76,1
SH1688,30-01-2025,ORD,SFO,01-01-2023 07:26,,01-01-2023 08:58,,01-01-2023 08:37,,01-01-2023 10:05,,71,88,No,Technical Issue,244,9
SH9343,01-10-2024,ATL,LAX,01-01-2023 05:55,,01-01-2023 06:13,,01-01-2023 10:10,,01-01-2023 11:27,,255,77,No,Weather,281,4
SH7820,09-07-2025,LAX,SFO,01-01-2023 23:24,,02-01-2023 00:42,,02-01-2023 03:40,,02-01-2023 05:13,,256,93,No,Weather,223,4
SH6961,08-07-2025,ORD,ATL,01-01-2023 09:10,,01-01-2023 09:21,,01-01-2023 11:44,,01-01-2023 13:01,,154,77,No,Weather,81,2
SH4992,23-02-2024,JFK,MIA,01-01-2023 17:06,,01-01-2023 17:24,,01-01-2023 22:37,,02-01-2023 00:02,,331,85,No,Weather,268,7
SH8796,08-03-2024,LAS,DFW,01-01-2023 02:44,,01-01-2023 04:43,,01-01-2023 03:53,,01-01-2023 05:10,,69,77,No,Weather,211,7
SH4412,07-01-2024,SFO,ATL,01-01-2023 19:18,,01-01-2023 21:17,,01-01-2023 21:55,,01-01-2023 22:00,,157,5,No,Crew Unavailability,149,2
SH9595,30-11-2024,DEN,LAS,01-01-2023 02:49,,01-01-2023 04:26,,01-01-2023 07:58,,01-01-2023 08:33,,309,35,No,Air Traffic,114,7
SH4068,28-10-2024,ORD,ATL,01-01-2023 17:13,,01-01-2023 18:37,,01-01-2023 18:23,,01-01-2023 18:36,,70,13,No,Air Traffic,151,8
SH9117,27-01-2023,MIA,SFO,01-01-2023 17:17,,01-01-2023 18:18,,01-01-2023 20:11,,01-01-2023 20:12,,174,1,No,Technical Issue,153,9
SH8825,07-01-2023,ATL,ATL,01-01-2023 03:37,,01-01-2023 04:54,,01-01-2023 07:55,,01-01-2023 09:39,,258,104,No,None,86,1
SH4672,02-01-2024,DFW,LAS,01-01-2023 10:59,,01-01-2023 11:10,,01-01-2023 15:28,,01-01-2023 17:24,,269,116,No,Technical Issue,235,10
SH4707,29-04-2024,JFK,LAX,01-01-2023 11:59,,01-01-2023 12:31,,01-01-2023 17:15,,01-01-2023 18:26,,316,71,No,Air Traffic,172,7
SH1373,16-01-2025,LAX,ATL,01-01-2023 13:33,,01-01-2023 13:36,,01-01-2023 19:30,,01-01-2023 21:11,,357,101,No,Crew Unavailability,213,7
SH0065,06-12-2024,DEN,DEN,01-01-2023 14:31,,01-01-2023 15:16,,01-01-2023 16:00,,01-01-2023 17:21,,89,81,No,Air Traffic,285,6
SH9658,21-01-2023,MIA,DFW,01-01-2023 05:37,,01-01-2023 06:35,,01-01-2023 07:49,,01-01-2023 08:12,,132,23,No,Air Traffic,140,4
SH1027,23-09-2025,LAX,ORD,01-01-2023 00:10,,01-01-2023 01:26,,01-01-2023 04:57,,01-01-2023 06:02,,287,65,No,Technical Issue,168,8
SH3338,27-03-2025,ATL,DEN,01-01-2023 15:52,,01-01-2023 16:38,,01-01-2023 18:38,,01-01-2023 19:04,,166,26,No,None,207,7
SH1367,03-08-2023,ATL,LAX,01-01-2023 19:11,,01-01-2023 20:42,,01-01-2023 22:42,,02-01-2023 00:14,,211,92,No,Air Traffic,223,2
SH8223,14-11-2024,ATL,DEN,01-01-2023 09:45,,01-01-2023 10:47,,01-01-2023 13:55,,01-01-2023 14:55,,250,60,No,Air Traffic,96,2
SH9737,02-05-2023,LAS,JFK,01-01-2023 20:00,,01-01-2023 21:58,,01-01-2023 22:27,,01-01-2023 23:03,,147,36,No,Weather,270,4
SH9839,24-09-2024,DEN,LAS,01-01-2023 19:19,,01-01-2023 19:26,,01-01-2023 22:25,,01-01-2023 23:18,,186,53,No,None,124,2
SH5836,02-01-2023,DFW,SFO,01-01-2023 02:51,,01-01-2023 03:37,,01-01-2023 05:01,,01-01-2023 06:28,,130,87,No,Air Traffic,180,6
SH8499,15-09-2023,SFO,ORD,01-01-2023 20:39,,01-01-2023 21:01,,02-01-2023 00:41,,02-01-2023 01:10,,242,29,No,Air Traffic,223,10
SH0118,06-09-2025,SEA,DEN,01-01-2023 16:59,,01-01-2023 18:17,,01-01-2023 21:32,,01-01-2023 22:22,,273,50,No,Crew Unavailability,241,9
SH4507,09-07-2024,SFO,JFK,01-01-2023 21:24,,01-01-2023 21:37,,02-01-2023 00:26,,02-01-2023 01:20,,182,54,No,Air Traffic,134,5
SH8595,18-06-2023,LAX,MIA,01-01-2023 17:47,,01-01-2023 17:49,,01-01-2023 23:27,,02-01-2023 00:45,,340,78,No,Weather,235,2
SH6024,15-01-2023,JFK,DFW,01-01-2023 03:13,,01-01-2023 04:33,,01-01-2023 05:28,,01-01-2023 07:07,,135,99,No,Crew Unavailability,264,1
SH6151,17-05-2025,JFK,DFW,01-01-2023 12:59,,01-01-2023 13:08,,01-01-2023 16:04,,01-01-2023 16:35,,185,31,No,Crew Unavailability,249,1
SH7320,29-04-2025,LAS,DFW,01-01-2023 05:27,,01-01-2023 06:58,,01-01-2023 09:36,,01-01-2023 10:03,,249,27,No,Air Traffic,179,9
SH2553,28-11-2024,ORD,LAS,01-01-2023 01:12,,01-01-2023 03:07,,01-01-2023 02:13,,01-01-2023 02:57,,61,44,No,Air Traffic,200,5
SH4913,12-06-2025,SFO,DEN,01-01-2023 16:21,,01-01-2023 17:43,,01-01-2023 19:32,,01-01-2023 21:21,,191,109,No,None,158,4
SH3832,09-05-2025,SEA,LAS,01-01-2023 06:09,,01-01-2023 07:14,,01-01-2023 09:15,,01-01-2023 09:53,,186,38,No,None,234,7
SH3664,26-07-2023,SFO,ATL,01-01-2023 00:09,,01-01-2023 01:15,,01-01-2023 06:07,,01-01-2023 06:57,,358,50,No,None,159,6
SH3613,20-04-2025,LAS,SFO,01-01-2023 08:17,,01-01-2023 09:21,,01-01-2023 11:12,,01-01-2023 11:40,,175,28,No,Air Traffic,263,1
SH4839,20-08-2024,JFK,SEA,01-01-2023 04:29,,01-01-2023 05:09,,01-01-2023 05:53,,01-01-2023 07:43,,84,110,No,Crew Unavailability,170,2
SH2732,30-05-2024,LAS,LAS,01-01-2023 02:25,,01-01-2023 03:03,,01-01-2023 08:21,,01-01-2023 09:34,,356,73,No,None,78,10
SH0788,06-07-2024,LAX,DFW,01-01-2023 22:31,,01-01-2023 23:41,,02-01-2023 00:30,,02-01-2023 02:19,,119,109,No,Crew Unavailability,63,2
SH8663,18-08-2023,SFO,ATL,01-01-2023 06:04,,01-01-2023 07:43,,01-01-2023 08:12,,01-01-2023 09:57,,128,105,No,Air Traffic,81,3
SH9685,26-01-2025,ORD,ORD,01-01-2023 14:12,,01-01-2023 15:11,,01-01-2023 18:40,,01-01-2023 19:19,,268,39,No,Technical Issue,164,8
SH1336,29-05-2024,JFK,ORD,01-01-2023 04:05,,01-01-2023 05:27,,01-01-2023 06:06,,01-01-2023 06:23,,121,17,No,Crew Unavailability,115,3
SH9301,23-07-2023,MIA,DFW,01-01-2023 22:34,,01-01-2023 22:35,,02-01-2023 02:47,,02-01-2023 02:57,,253,10,No,Technical Issue,100,10
SH7308,30-05-2023,DEN,LAS,01-01-2023 17:16,,01-01-2023 18:41,,01-01-2023 18:48,,01-01-2023 20:31,,92,103,No,None,143,7
SH0212,28-06-2023,DEN,SFO,01-01-2023 10:14,,01-01-2023 10:54,,01-01-2023 11:25,,01-01-2023 12:05,,71,40,No,Technical Issue,156,2
SH4921,27-07-2025,SFO,DEN,01-01-2023 08:29,,01-01-2023 08:57,,01-01-2023 12:58,,01-01-2023 14:08,,269,70,No,Technical Issue,260,3
SH3194,27-09-2024,DEN,JFK,01-01-2023 07:51,,01-01-2023 08:49,,01-01-2023 10:05,,01-01-2023 10:11,,134,6,No,Air Traffic,162,5
SH5931,08-10-2024,LAX,JFK,01-01-2023 09:45,,01-01-2023 10:25,,01-01-2023 15:08,,01-01-2023 17:00,,323,112,No,Weather,244,1
SH2189,30-08-2023,DFW,SFO,01-01-2023 22:29,,02-01-2023 00:27,,02-01-2023 03:16,,02-01-2023 03:39,,287,23,No,Technical Issue,295,1
SH4157,20-04-2025,ORD,SEA,01-01-2023 21:49,,01-01-2023 23:21,,01-01-2023 23:48,,01-01-2023 23:55,,119,7,No,Technical Issue,267,1
SH4476,20-11-2023,ORD,DFW,01-01-2023 07:09,,01-01-2023 08:42,,01-01-2023 08:23,,01-01-2023 08:28,,74,5,No,Air Traffic,275,4
SH4357,12-03-2023,LAX,LAX,01-01-2023 21:19,,01-01-2023 22:50,,02-01-2023 00:35,,02-01-2023 01:18,,196,43,No,Weather,216,7
SH6744,28-07-2025,JFK,JFK,01-01-2023 12:18,,01-01-2023 12:35,,01-01-2023 14:17,,01-01-2023 16:13,,119,116,No,None,193,3
SH4580,06-12-2023,MIA,SFO,01-01-2023 15:56,,01-01-2023 16:40,,01-01-2023 20:15,,01-01-2023 21:33,,259,78,No,Weather,276,9
SH5824,02-12-2023,ORD,SFO,01-01-2023 12:17,,01-01-2023 14:01,,01-01-2023 16:51,,01-01-2023 16:53,,274,2,No,Air Traffic,85,5
SH2083,29-09-2023,DFW,LAX,01-01-2023 08:19,,01-01-2023 10:01,,01-01-2023 11:26,,01-01-2023 12:03,,187,37,Yes,Air Traffic,238,5
SH5021,08-08-2025,SFO,LAX,01-01-2023 09:17,,01-01-2023 10:24,,01-01-2023 11:47,,01-01-2023 12:42,,150,55,No,Air Traffic,69,4
SH4751,22-01-2025,DFW,SFO,01-01-2023 04:38,,01-01-2023 06:08,,01-01-2023 07:03,,01-01-2023 07:36,,145,33,No,Crew Unavailability,124,7
SH3355,15-02-2023,ATL,JFK,01-01-2023 07:45,,01-01-2023 08:26,,01-01-2023 10:50,,01-01-2023 11:18,,185,28,Yes,Technical Issue,187,2
SH8798,28-04-2024,LAS,LAX,01-01-2023 20:15,,01-01-2023 21:30,,02-01-2023 01:49,,02-01-2023 03:47,,334,118,Yes,Technical Issue,277,2
SH1126,26-06-2025,MIA,SFO,01-01-2023 15:32,,01-01-2023 17:29,,01-01-2023 18:34,,01-01-2023 19:10,,182,36,Yes,Crew Unavailability,178,3
SH5199,14-06-2024,ATL,LAX,01-01-2023 22:00,,01-01-2023 23:01,,01-01-2023 23:45,,02-01-2023 00:36,,105,51,No,Air Traffic,117,9
SH6135,07-01-2023,MIA,LAX,01-01-2023 22:43,,02-01-2023 00:23,,02-01-2023 03:31,,02-01-2023 04:31,,288,60,No,Air Traffic,169,8
SH5599,26-08-2025,DEN,ATL,01-01-2023 05:44,,01-01-2023 05:45,,01-01-2023 08:19,,01-01-2023 08:57,,155,38,No,Technical Issue,177,2
SH3947,20-01-2025,LAX,LAS,01-01-2023 16:41,,01-01-2023 17:12,,01-01-2023 22:15,,01-01-2023 23:37,,334,82,No,Crew Unavailability,280,5
SH2225,04-09-2025,SFO,JFK,01-01-2023 11:33,,01-01-2023 12:15,,01-01-2023 16:06,,01-01-2023 17:29,,273,83,No,None,113,10
SH1987,11-01-2024,LAS,ORD,01-01-2023 11:00,,01-01-2023 12:38,,01-01-2023 13:27,,01-01-2023 15:01,,147,94,No,Weather,149,8
SH9135,10-04-2024,LAS,MIA,01-01-2023 16:46,,01-01-2023 17:33,,01-01-2023 22:41,,02-01-2023 00:12,,355,91,No,Technical Issue,70,3
SH4617,13-02-2023,SEA,DEN,01-01-2023 03:08,,01-01-2023 03:32,,01-01-2023 06:44,,01-01-2023 08:07,,216,83,No,Air Traffic,260,6
SH2576,12-08-2025,ATL,JFK,01-01-2023 03:10,,01-01-2023 04:03,,01-01-2023 04:25,,01-01-2023 04:30,,75,5,No,Crew Unavailability,128,9
SH5040,09-06-2024,ORD,LAX,01-01-2023 02:17,,01-01-2023 03:07,,01-01-2023 07:48,,01-01-2023 08:53,,331,65,No,Crew Unavailability,147,2
SH5541,11-08-2023,LAX,DEN,01-01-2023 08:14,,01-01-2023 10:02,,01-01-2023 11:08,,01-01-2023 11:09,,174,1,No,None,271,6
SH2328,11-04-2024,MIA,DEN,01-01-2023 08:49,,01-01-2023 09:56,,01-01-2023 14:21,,01-01-2023 15:23,,332,62,No,Technical Issue,280,3
SH2260,14-10-2024,ORD,ATL,01-01-2023 21:59,,01-01-2023 22:57,,02-01-2023 01:23,,02-01-2023 03:02,,204,99,No,Weather,271,2
SH4433,25-07-2025,SEA,JFK,01-01-2023 03:27,,01-01-2023 03:29,,01-01-2023 07:54,,01-01-2023 09:12,,267,78,No,Technical Issue,80,6
SH3752,09-12-2024,DEN,LAS,01-01-2023 07:28,,01-01-2023 07:48,,01-01-2023 09:29,,01-01-2023 10:57,,121,88,No,Air Traffic,231,9
SH2185,12-01-2024,LAX,ATL,01-01-2023 00:52,,01-01-2023 01:36,,01-01-2023 06:12,,01-01-2023 07:37,,320,85,No,None,183,1
SH8073,04-07-2024,MIA,MIA,01-01-2023 01:33,,01-01-2023 01:35,,01-01-2023 06:50,,01-01-2023 07:36,,317,46,No,Crew Unavailability,151,8
SH1922,28-03-2025,MIA,JFK,01-01-2023 09:42,,01-01-2023 09:56,,01-01-2023 13:29,,01-01-2023 14:17,,227,48,No,Technical Issue,222,5
SH5689,11-07-2024,JFK,DEN,01-01-2023 23:06,,02-01-2023 00:22,,02-01-2023 03:20,,02-01-2023 04:53,,254,93,No,Technical Issue,276,4
SH8623,17-09-2025,MIA,JFK,01-01-2023 07:55,,01-01-2023 09:55,,01-01-2023 09:33,,01-01-2023 09:52,,98,19,Yes,Air Traffic,53,9
SH4194,20-07-2024,LAX,SEA,01-01-2023 07:14,,01-01-2023 07:59,,01-01-2023 11:19,,01-01-2023 11:49,,245,30,No,None,62,6
SH1616,10-11-2023,LAS,ATL,01-01-2023 18:46,,01-01-2023 19:10,,01-01-2023 23:10,,01-01-2023 23:56,,264,46,No,Crew Unavailability,77,10
SH4364,18-12-2023,ORD,MIA,01-01-2023 22:50,,01-01-2023 23:49,,02-01-2023 04:00,,02-01-2023 04:30,,310,30,No,Air Traffic,121,9
SH0312,29-03-2024,DEN,SEA,01-01-2023 07:44,,01-01-2023 09:31,,01-01-2023 13:20,,01-01-2023 14:10,,336,50,No,Weather,99,3
SH8510,15-10-2023,SEA,DFW,01-01-2023 10:50,,01-01-2023 11:37,,01-01-2023 12:35,,01-01-2023 12:46,,105,11,No,Weather,97,7
SH3509,22-02-2023,ORD,SEA,01-01-2023 16:17,,01-01-2023 16:57,,01-01-2023 21:10,,01-01-2023 22:45,,293,95,No,Weather,290,9
SH1824,17-08-2024,LAX,LAS,01-01-2023 17:42,,01-01-2023 18:30,,01-01-2023 23:19,,02-01-2023 00:46,,337,87,No,Crew Unavailability,87,5
SH3334,25-06-2025,MIA,ATL,01-01-2023 22:33,,01-01-2023 22:49,,02-01-2023 04:08,,02-01-2023 04:30,,335,22,No,Crew Unavailability,212,10
SH2269,15-02-2023,JFK,DEN,01-01-2023 20:19,,01-01-2023 22:04,,01-01-2023 23:25,,02-01-2023 00:19,,186,54,No,Air Traffic,105,2
SH6692,08-02-2024,DEN,DFW,01-01-2023 23:22,,01-01-2023 23:38,,02-01-2023 02:44,,02-01-2023 03:17,,202,33,No,Technical Issue,255,8
SH7867,07-06-2025,MIA,SFO,01-01-2023 06:28,,01-01-2023 06:52,,01-01-2023 07:35,,01-01-2023 09:32,,67,117,No,None,100,9
SH1928,04-03-2024,DFW,SEA,01-01-2023 22:10,,01-01-2023 22:54,,02-01-2023 01:05,,02-01-2023 01:41,,175,36,No,Air Traffic,55,9
SH0094,25-04-2025,SFO,DFW,01-01-2023 02:11,,01-01-2023 03:37,,01-01-2023 06:23,,01-01-2023 08:11,,252,108,No,None,60,6
SH9838,27-12-2023,ATL,LAX,01-01-2023 14:49,,01-01-2023 16:23,,01-01-2023 20:25,,01-01-2023 20:57,,336,32,No,Crew Unavailability,255,8
SH4106,14-05-2025,SFO,DEN,01-01-2023 19:08,,01-01-2023 19:15,,01-01-2023 22:53,,01-01-2023 23:00,,225,7,No,Crew Unavailability,260,1
SH7866,09-09-2023,ATL,DEN,01-01-2023 05:50,,01-01-2023 06:16,,01-01-2023 10:45,,01-01-2023 11:13,,295,28,No,Technical Issue,263,3
SH3439,23-10-2024,SEA,LAX,01-01-2023 21:04,,01-01-2023 22:52,,02-01-2023 02:12,,02-01-2023 03:02,,308,50,No,Air Traffic,124,5
SH0462,20-03-2023,MIA,SEA,01-01-2023 02:33,,01-01-2023 03:57,,01-01-2023 04:16,,01-01-2023 04:27,,103,11,No,Crew Unavailability,292,1
SH1288,03-11-2023,ORD,ORD,01-01-2023 08:10,,01-01-2023 09:31,,01-01-2023 09:31,,01-01-2023 09:42,,81,11,No,Air Traffic,157,4
SH5139,23-02-2024,DEN,LAX,01-01-2023 08:05,,01-01-2023 08:29,,01-01-2023 11:13,,01-01-2023 11:54,,188,41,No,Crew Unavailability,293,2
SH7981,12-05-2024,ORD,SEA,01-01-2023 02:52,,01-01-2023 04:05,,01-01-2023 07:18,,01-01-2023 07:37,,266,19,No,None,242,5
SH6063,09-01-2025,ORD,SEA,01-01-2023 20:38,,01-01-2023 21:15,,01-01-2023 23:06,,02-01-2023 00:09,,148,63,No,None,112,5
SH8987,13-01-2024,ATL,DEN,01-01-2023 17:24,,01-01-2023 17:45,,01-01-2023 21:20,,01-01-2023 21:34,,236,14,No,Air Traffic,96,3
SH9862,11-07-2023,LAS,SFO,01-01-2023 02:35,,01-01-2023 02:58,,01-01-2023 08:08,,01-01-2023 08:30,,333,22,No,Weather,170,1
SH0728,07-08-2025,JFK,MIA,01-01-2023 08:17,,01-01-2023 08:25,,01-01-2023 13:57,,01-01-2023 14:05,,340,8,No,Technical Issue,65,6
SH4035,13-09-2024,ORD,SEA,01-01-2023 23:02,,01-01-2023 23:16,,02-01-2023 04:30,,02-01-2023 05:18,,328,48,No,Air Traffic,54,2
SH1752,19-11-2024,SEA,JFK,01-01-2023 12:14,,01-01-2023 13:23,,01-01-2023 16:19,,01-01-2023 16:21,,245,2,No,Technical Issue,178,2
SH8034,04-03-2024,DEN,DFW,01-01-2023 15:02,,01-01-2023 15:05,,01-01-2023 20:46,,01-01-2023 22:01,,344,75,No,Weather,189,6
SH6811,02-09-2023,LAS,LAX,01-01-2023 09:19,,01-01-2023 09:24,,01-01-2023 12:13,,01-01-2023 13:24,,174,71,No,Weather,119,5
SH9042,29-07-2024,SFO,MIA,01-01-2023 01:40,,01-01-2023 02:45,,01-01-2023 04:34,,01-01-2023 05:30,,174,56,No,Crew Unavailability,287,6
SH6774,10-03-2024,MIA,ATL,01-01-2023 14:44,,01-01-2023 16:11,,01-01-2023 19:18,,01-01-2023 20:22,,274,64,No,Crew Unavailability,85,1
SH5968,09-09-2025,SFO,SEA,01-01-2023 10:29,,01-01-2023 11:53,,01-01-2023 11:37,,01-01-2023 12:20,,68,43,No,Air Traffic,180,10
SH6041,27-12-2023,DEN,SFO,01-01-2023 18:43,,01-01-2023 19:32,,01-01-2023 20:56,,01-01-2023 21:48,,133,52,No,Weather,222,3
SH2773,29-04-2023,ATL,ORD,01-01-2023 01:47,,01-01-2023 02:58,,01-01-2023 04:06,,01-01-2023 05:21,,139,75,No,None,108,10
SH0335,18-12-2023,JFK,JFK,01-01-2023 13:44,,01-01-2023 14:53,,01-01-2023 19:22,,01-01-2023 19:47,,338,25,No,Weather,258,1
SH2789,12-02-2025,MIA,ORD,01-01-2023 00:22,,01-01-2023 00:42,,01-01-2023 03:49,,01-01-2023 05:38,,207,109,No,None,52,7
SH3945,10-06-2023,ATL,LAX,01-01-2023 13:12,,01-01-2023 14:27,,01-01-2023 14:47,,01-01-2023 15:51,,95,64,No,Crew Unavailability,268,3
SH1565,04-01-2023,ORD,ORD,01-01-2023 15:13,,01-01-2023 16:42,,01-01-2023 19:27,,01-01-2023 19:56,,254,29,No,None,275,5
SH6546,26-09-2024,DEN,MIA,01-01-2023 09:43,,01-01-2023 10:35,,01-01-2023 14:13,,01-01-2023 15:00,,270,47,No,Technical Issue,230,3
SH5434,27-09-2023,DFW,MIA,01-01-2023 08:35,,01-01-2023 09:14,,01-01-2023 09:38,,01-01-2023 11:03,,63,85,No,None,293,6
SH7100,25-05-2024,SEA,LAS,01-01-2023 15:36,,01-01-2023 17:01,,01-01-2023 21:22,,01-01-2023 22:36,,346,74,No,Technical Issue,112,5
SH5135,02-11-2023,LAS,DEN,01-01-2023 20:59,,01-01-2023 22:58,,01-01-2023 22:26,,01-01-2023 23:27,,87,61,No,Crew Unavailability,99,2
SH9079,07-10-2023,LAS,ATL,01-01-2023 02:01,,01-01-2023 02:43,,01-01-2023 07:56,,01-01-2023 08:23,,355,27,No,Technical Issue,227,6
SH4100,26-01-2025,ATL,JFK,01-01-2023 01:37,,01-01-2023 02:02,,01-01-2023 02:56,,01-01-2023 03:21,,79,25,No,Crew Unavailability,85,8
SH3942,26-02-2024,ORD,ORD,01-01-2023 19:27,,01-01-2023 19:33,,01-01-2023 21:10,,01-01-2023 21:17,,103,7,No,Technical Issue,74,2
SH3841,02-07-2024,LAX,DFW,01-01-2023 07:59,,01-01-2023 08:40,,01-01-2023 11:58,,01-01-2023 12:00,,239,2,No,Air Traffic,140,2
SH8615,20-09-2023,SFO,DEN,01-01-2023 10:48,,01-01-2023 11:51,,01-01-2023 12:40,,01-01-2023 13:57,,112,77,No,Crew Unavailability,57,3
SH3689,26-03-2025,MIA,DFW,01-01-2023 03:39,,01-01-2023 04:17,,01-01-2023 06:52,,01-01-2023 08:09,,193,77,No,Technical Issue,254,3
SH7419,04-12-2024,MIA,SEA,01-01-2023 03:09,,01-01-2023 04:52,,01-01-2023 04:10,,01-01-2023 05:52,,61,102,No,Air Traffic,63,3
SH9129,15-09-2024,SFO,DEN,01-01-2023 22:52,,01-01-2023 23:28,,02-01-2023 04:00,,02-01-2023 04:12,,308,12,No,Crew Unavailability,110,4
SH3448,10-11-2024,JFK,JFK,01-01-2023 21:03,,01-01-2023 21:24,,02-01-2023 00:32,,02-01-2023 01:58,,209,86,No,Technical Issue,116,6
SH7304,20-07-2023,JFK,ORD,01-01-2023 03:28,,01-01-2023 05:08,,01-01-2023 08:54,,01-01-2023 09:48,,326,54,No,Technical Issue,296,7
SH9888,07-06-2025,MIA,LAS,01-01-2023 01:42,,01-01-2023 03:26,,01-01-2023 07:03,,01-01-2023 07:52,,321,49,No,Weather,127,6
SH9305,01-07-2024,SFO,DFW,01-01-2023 05:57,,01-01-2023 07:37,,01-01-2023 09:14,,01-01-2023 09:27,,197,13,No,Air Traffic,131,10
SH9626,21-03-2025,LAS,LAS,01-01-2023 13:54,,01-01-2023 15:16,,01-01-2023 18:11,,01-01-2023 18:51,,257,40,No,None,182,10
SH4413,28-10-2023,DFW,LAX,01-01-2023 07:16,,01-01-2023 09:08,,01-01-2023 12:10,,01-01-2023 14:00,,294,110,No,Technical Issue,117,2
SH0615,24-09-2023,DFW,ATL,01-01-2023 11:08,,01-01-2023 11:10,,01-01-2023 15:57,,01-01-2023 16:32,,289,35,No,Air Traffic,189,7
SH4495,24-10-2024,DEN,DFW,01-01-2023 13:20,,01-01-2023 14:50,,01-01-2023 16:00,,01-01-2023 16:55,,160,55,No,None,285,8
SH4319,06-03-2023,DFW,MIA,01-01-2023 17:38,,01-01-2023 18:08,,01-01-2023 18:48,,01-01-2023 19:29,,70,41,No,Air Traffic,113,4
SH5225,07-06-2025,JFK,SFO,01-01-2023 00:37,,01-01-2023 02:11,,01-01-2023 03:03,,01-01-2023 04:14,,146,71,No,Crew Unavailability,84,1
SH5861,10-11-2023,DFW,SEA,01-01-2023 05:51,,01-01-2023 07:13,,01-01-2023 08:26,,01-01-2023 09:51,,155,85,No,None,62,8
SH1338,09-06-2023,DEN,DEN,01-01-2023 00:24,,01-01-2023 02:17,,01-01-2023 02:36,,01-01-2023 04:14,,132,98,No,Crew Unavailability,175,8
SH5448,18-08-2024,ORD,SEA,01-01-2023 22:59,,01-01-2023 23:42,,02-01-2023 04:35,,02-01-2023 05:18,,336,43,No,Weather,111,3
SH2553,05-07-2023,DFW,LAS,01-01-2023 16:08,,01-01-2023 17:21,,01-01-2023 18:05,,01-01-2023 19:35,,117,90,No,Weather,163,6
SH6645,24-01-2024,SEA,DFW,01-01-2023 05:11,,01-01-2023 06:59,,01-01-2023 08:20,,01-01-2023 09:23,,189,63,No,Weather,109,1
SH7771,23-01-2025,DFW,LAX,01-01-2023 16:02,,01-01-2023 17:13,,01-01-2023 17:41,,01-01-2023 18:31,,99,50,No,Weather,191,7
SH8494,29-08-2023,ORD,SEA,01-01-2023 10:11,,01-01-2023 10:22,,01-01-2023 14:13,,01-01-2023 15:41,,242,88,No,Technical Issue,297,5
SH1639,20-04-2023,MIA,JFK,01-01-2023 04:03,,01-01-2023 04:23,,01-01-2023 09:24,,01-01-2023 11:06,,321,102,No,Technical Issue,223,9
SH4078,07-02-2025,DFW,MIA,01-01-2023 14:52,,01-01-2023 15:54,,01-01-2023 18:00,,01-01-2023 18:25,,188,25,No,Crew Unavailability,126,9
SH3450,23-02-2025,SEA,DFW,01-01-2023 06:05,,01-01-2023 06:12,,01-01-2023 09:07,,01-01-2023 10:28,,182,81,No,Technical Issue,177,9
SH9605,31-10-2023,ATL,LAS,01-01-2023 06:01,,01-01-2023 07:37,,01-01-2023 08:46,,01-01-2023 10:09,,165,83,No,Air Traffic,83,9
